Title,Artist,Album,ID,Number
Mind Playing Tricks on Me,Geto Boys,We Can't Be Stopped,2MJEvcUvsLPjsvVgqn8xa4,6
To the Max,DJ Khaled,Grateful,3HhZbSJdhOqMSaRbEt3gtw,3
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,SR3MM,4vLYreWxd2ptOAzPwTyBI3,7
NEVER,JID,The Never Story,1gPqbxhs90kppgOVxGOPzd,3
Fake Love,Drake,More Life,1lXY618HWkwYKJWBRYR4MK,20
Dip (feat. Nicki Minaj),Tyga,Dip (feat. Nicki Minaj),5oAJLGCjjlaa4EM4Rxmjza,1
100 (feat. Drake),The Game,The Documentary 2,4CPMuMFHgMhjlx5ZIzypFL,17
Rake It Up,Yo Gotti,I Still Am,1tSsb3t0pqVVONvBJivoT9,4
Just Another Day,Too $hort,Get In Where You Fit In,6vY2blBiw3lUeYPJhDgPWd,3
Hard Work Pays Off,Future,Future & Juice WRLD Present... WRLD ON DRUGS,6P9PZjWXoCRF5b66BafPKY,16
One Time Comin',YG,Red Friday,4VqdntbxmB7r1At6sPKRnb,8
Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,bloom,3yWRq9Dd2UO5xyqxTjLDmp,7
Chief Rocka,Lords Of The Underground,Here Come The Lords,15nPVESpZNf0QBRwu2sMbI,11
ULT,Denzel Curry,Imperial,42fyKPanos0Q3woi848ktg,1
"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,Gift Of Gab 2 (Deluxe Edition),4EQhr3EJRD17G04xpJybMF,3
Give Up the Goods (Just Step) (feat. Big Noyd),Mobb Deep,The Infamous,1cCAb1vN8uUsdfEylVmTLs,6
Shoota (feat. Lil Uzi Vert),Playboi Carti,Die Lit,7dAm8ShwJLFm9SaJ6Yc58O,6
Dance with the Devil,Gucci Mane,Droptopwop,0smWYh2nQsaZNonBGZpZMn,7
Da Rockwilder,Method Man,Blackout!,5K9kD50P66neofCR8BoYxg,7
Fingers Blue (feat. Travis Scott),Smokepurpp,Deadstar,2TWKabrKN6YOZ1jgqo97uz,8
No Frauds,Nicki Minaj,No Frauds,40l9uf8fvmVzRRXQCVwhOJ,1
beibs in the trap,Travis Scott,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,5
Comfortable,K CAMP,Only Way Is Up (Deluxe),7lrsfwcRiLCeWFM3u38DzB,9
Transportin',Kodak Black,Project Baby 2,51wp3EOOp2mBIjhZjR7W0i,10
Calm Down,G-Eazy,When It's Dark Out,09Q3WwGYsQe5ognkvVkmCu,8
Forbidden Fruit,J. Cole,Born Sinner,1NfrmcXk8xNennyxQ57JcW,11
"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",A$AP Ferg,Still Striving,0tQ7Iu6EicQTPyhYRNWjaT,12
Ooh Yea (feat. Ty Dolla $ign),Fabolous,Ooh Yea (feat. Ty Dolla $ign),7cPEZm1M4KehrwyWBTMRCa,1
B.M.F. (Blowin' Money Fast),Rick Ross,Teflon Don,0jipZxGtkTDHjVerLkzO80,9
Da Joint,EPMD,Back In Business,1Qt9lGRPR8IVorUnjscB3u,3
REDMERCEDES,Aminé,REDMERCEDES,657XYEwejcZZ2rO0kutks8,1
Shooters,Tory Lanez,MEMORIES DON'T DIE,4RQIHpmmapmEpOFNi2GvAB,3
Switch,6LACK,East Atlanta Love Letter,3fc97ZWLIMc1xawhxbKrh2,8
Na Na,Trey Songz,Trigga,00no0cywmc15sIIoys7kM9,3
All Around The World (feat. Desiigner),Mura Masa,Mura Masa,0NBTBo1qrg554sAj79nEqD,5
La Raza,Kid Frost,Hispanic Causing Panic,54du51RSgc4enNk2K2E2JX,1
Just a Friend,Biz Markie,Just A Friend - EP,32wD8Cv9HKBXiVumGQsZVL,1
Goldie,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),6rzMufuu8sLkIizM4q9c7J,2
Stay Fly - Explicit Album Version,Three 6 Mafia,Most Known Unknown (Explicit),0kTLdP4XPeJGsbr2L8ikyF,2
Ned Flanders (feat. A$AP Ferg),MadeinTYO,Ned Flanders (feat. A$AP Ferg),6ype8Ax1cvN5DBqBKBVAkw,1
FaceTime,21 Savage,Issa Album,4QUNWTw2FsIz722xjUjFJw,3
Work Out,J. Cole,Cole World: The Sideline Story,0fhmJYVhW0e4i33pCLPA5i,16
That Far,6LACK,That Far,3Yvipkm19cAQj9IxIyd0uq,1
Psycho (feat. Ty Dolla $ign),Post Malone,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,8
Iced Out (feat. 2 Chainz),Lil Pump,Lil Pump,2VVvm4zJlUQm9XmBCvGN6z,12
Make Me Proud,Drake,Take Care (Deluxe),63WdJvk8G9hxJn8u5rswNh,10
Noticed,Lil Mosey,Northsbest,6TNJNEulnWQNnq0o3N23Za,3
pick up the phone,Young Thug,pick up the phone,4MDMfOdhV1IyoRnklwOHG9,1
CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,TA13OO,6idVoBWP2mt1qoMtASm3gc,5
"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Snoop Dogg,Doggystyle,7f9KDGqY7X2VLBM5aA66KM,10
Young Dumb & Broke REMIX,Khalid,Young Dumb & Broke REMIX,6vrrbOMBroFqkioQUlBUPp,1
All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,Coloring Book,71QyofYesSsRMwFOTafnhB,1
Without Me,Eminem,The Eminem Show,2cWBwpqMsDJC1ZUwz813lo,10
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,Ransom 2,0jqcY0azNzkluuC8hxNGlw,4
California Love - Original Version,2Pac,Greatest Hits,1WBZyULtlANBKed7Zf9cDP,6
Hello - Feat. Dr. Dre And MC Ren,Ice Cube,War & Peace Vol. 2 (The Peace Disc),3RjokVpEMWreOuyN1DBskW,1
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon,Only Built 4 Cuban Linx,7btiyhWzUfzxN3ijSiBpC8,15
Shortie Like Mine,Bow Wow,The Price Of Fame,0cfwmswewpMIQLfzVium6s,6
There's Alot Going On,Vic Mensa,There's Alot Going On,5ebtbHmQ7WZpgKtH8ir14W,7
Mask Off - Remix,Future,FUTURE,17FBoXK1NU2rvJBbzdzw0r,19
Curve (feat. The Weeknd),Gucci Mane,Mr. Davis,2aTOwGU66ocsf8IQpOI0XZ,5
JAPAN,Famous Dex,Dex Meets Dexter,5wCuMMmsjXNZ9yU91sEjf7,3
Venom - Music From The Motion Picture,Eminem,Kamikaze,3HNnxK7NgLXbDoxRZxNWiR,13
"UP! (feat. Chris Brown, Pleasure P) (R&B Remix Mix)",J. Valentine,UP! (R&B Remix) (feat. Chris Brown & Pleasure P) - Single,3gS3Hrq5Y04qhPgmGPqnhv,1
YOSEMITE,Travis Scott,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,12
Boredom,"Tyler, The Creator",Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,8
Poetic Justice,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",3DGQ1iZ9XKUQxAUWjfC34w,6
Da Graveyard,Big L,Lifestylez Ov Da Poor & Dangerous,7xvBUHu5jJ7X0wdRHudLFD,8
Lockjaw (feat. Kodak Black),French Montana,Lockjaw (feat. Kodak Black),7sSW3tQBtQrO7f6uO4Bcxq,1
Better Now,Post Malone,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,9
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,The Bigger Artist,3HHp5I6Q6SEyU5bkvoCtnV,3
The Motto,Drake,Take Care (Deluxe),6X1x82kppWZmDzlXXK3y3q,19
No Flockin,Kodak Black,No Flockin,12YTH28wiBXQ16gvWOCMLU,1
Shake It Up,Trippie Redd,LIFE'S A TRIP,214f4uAY0p2KgY7Fl4fBgk,11
The Ghetto,Too $hort,Short Dog's In The House,3zelBkWHW8aaKkSSX1fdSt,3
Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),7hVFsGvQ1apmp4EAldMwID,1
Herside Story,GoldLink,At What Cost,18JrBX1QkpnUSJF3oxX6RX,6
Weekend (feat. Miguel),Mac Miller,GO:OD AM,2Tyx5dLhHYkx6zeAdVaTzN,7
She Will,Lil Wayne,Tha Carter IV (Deluxe),1uuSC0RCJB3dSp8Mb6GflZ,6
Both Eyes Closed (feat. 2 Chainz and Young Dolph),Gucci Mane,Droptopwop,0smWYh2nQsaZNonBGZpZMn,8
Head On,YoungBoy Never Broke Again,4Respect 4Freedom 4Loyalty 4WhatImportant,4tCZ22E9RnUz09OaDJfaoO,6
Playaz Club,Rappin' 4-Tay,Don't Fight The Feelin',1VUlxoPvDA8PfUDHTic793,6
I Want (feat. 2 Chainz),MadeinTYO,You Are Forgiven,0jlFChyFxDKLRNx8b59Ywz,3
100's (feat. Chief Keef & A.E.),Tyga,Bitch I'm the Shit 2,4BqsBWrnGJQHSgmA9xk5rh,15
Cyclone (feat. T-Pain) - Main,Baby Bash,Cyclone (feat. T-Pain) [Main],3ks3UxTLwmTGJW2VNtlQdw,1
Jus Lyke Compton,DJ Quik,Born And Raised In Compton: The Greatest Hits,6TTsyHPY6wg1djlwSCGZpk,6
The Game & Skrillex: El Chapo,The Game,The Documentary 2.5,19tRwHQ4ZoKnwa1S8zB041,18
Still D.R.E.,Dr. Dre,2001,0qRYw8PUU2AE7MPTvC9AwF,4
Not Alike (feat. Royce Da 5'9),Eminem,Kamikaze,3HNnxK7NgLXbDoxRZxNWiR,8
Saved,Ty Dolla $ign,Free TC,2DtLmzu6cCDYO9U53a6hRA,2
Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,20r762YmB5HeofjMCiPMLv,8
Wing$,Macklemore & Ryan Lewis,The Heist,76FXHQhTuT4QMIxfL09gX8,11
Back To Back,Drake,Back To Back,79qV4McLzhs8U3FyRKnocz,1
Who Got Da Props,Black Moon,Enta da Stage,6WqXR9PUGCCQe26QDL5gY3,3
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,Drip Harder,2yXnY2NiaZk9QiJJittS81,13
Real Hitta (feat. Kodak Black),Plies,Real Hitta (feat. Kodak Black),2WrruSvj5i3k5j7xlQEaX6,1
GHOST,Jaden,GHOST,71kz3StN2w22LQBLT1gFS8,1
FML,Kanye West,The Life Of Pablo,7gsWAHLeT0w7es6FofOXk1,11
Blueberry Yum Yum,Ludacris,The Red Light District,1KushUovbraTDRu9sbO5fg,5
Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,The Good Times,5WW91LUt9Oqkhzrg0Ao4K0,2
BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,5qeikHFUgeO8f8HXm8k4cA,15
Come Get Her,Rae Sremmurd,SremmLife,6eDx949ONWDCN0O22wFZf7,6
What They Want,Russ,There's Really A Wolf,0lUL92det7mZ4DaHYmiUEC,11
Remember You (feat. Blackbear),G-Eazy,These Things Happen,6wDc63NhKy2PyXdbhkRmrl,14
We The People....,A Tribe Called Quest,We got it from Here... Thank You 4 Your service,3WvQpufOsPzkZvcSuynCf3,2
Low (feat. T-Pain),Flo Rida,Mail on Sunday,5j1wrOAOm5KFd17pPiSvle,5
This Is America,Childish Gambino,This Is America,7arx9qPJexCsDz67El4qvk,1
Buggin' Out,A Tribe Called Quest,The Low End Theory,1p12OAWwudgMqfMzjMvl2a,2
Smile,Scarface,Greatest Hits,5wmfZWzWjS1UARhcZSirf4,7
Keep It On The Real,3X Krazy,Stackin Chips,3MjXVi1RCs3vAjt9dE56D4,2
Man's Not Hot,Big Shaq,Man's Not Hot,5d2vrwvK9NqOd5S54Hu50A,1
First Day Out,Tee Grizzley,My Moment,6074OsmUN1PdFgy0zTP4Fn,2
I Got the Keys (feat. Jay-Z & Future),DJ Khaled,Major Key,5qHyKDjwycRj1fJyPLt2HQ,1
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),5FXIqS1XqbpfOKNoi5VUwS,1
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,Coloring Book,71QyofYesSsRMwFOTafnhB,2
CAROUSEL,Travis Scott,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,2
Planez,Jeremih,Late Nights: The Album,7DMyQuDPe8xzjC0UDSDa96,1
Telephone Calls,A$AP Mob,Cozy Tapes: Vol. 1 Friends -,3RaACfwYTY9uiDy3VSWLLc,12
"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",Craig Mack,Flava In Ya Ear Remix,7mYcq3B0faiA5IvhDCdypL,2
U and Dat (feat. T. Pain & Kandi Girl),E-40,My Ghetto Report Card,3VqKqWHOHYfZqttJ0WwQHl,13
Somethin Tells Me,Bryson Tiller,True to Self,7nn2Iaphg0Vc1NCGULkhVo,18
Show Me (feat. Chris Brown),Kid Ink,My Own Lane (Expanded Edition),6qBNm8dkdowRUUrN7uwR11,3
Backyard Boogie,Mack 10,Based On A True Story,0i7KKsfzuGq5Awx5CBfxRH,5
679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),0TyDTzG2zt2tg0wONT9wSU,1
The Breaks,Kurtis Blow,Kurtis Blow,1ZcUKK3nnmuYVGEUBxXSXt,2
I'm Goin In,Drake,So Far Gone,61NNWRxokNUQx0aYysBL76,5
Get Low featuring Ying Yang Twins,Lil Jon & The East Side Boyz,Crunkest Hits,05jX3Kda6BmEpACV7unScz,1
WIN,Jay Rock,Redemption,6PpxiZQQonnX3aS52Ayr9A,13
F.B.G.M.,T-Pain,F.B.G.M.,5x7rl9blMybEIwYRE9LZO8,1
Set It Off,Bryson Tiller,True to Self,7nn2Iaphg0Vc1NCGULkhVo,15
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,Doggystyle,7f9KDGqY7X2VLBM5aA66KM,6
Magnolia,Playboi Carti,Playboi Carti,4rJgzzfFHAVFhCSt2P4I3j,2
4th Chamber,GZA,Liquid Swords,3k8xoyOXkGgZxUKgpmxz4P,7
Leflaur Leflah Eshkoshka,Heltah Skeltah,Nocturnal,2y2mVMtsGw109N65M3NiWO,13
The Ringer,Eminem,Kamikaze,3HNnxK7NgLXbDoxRZxNWiR,1
Money Showers,Fat Joe,Plata O Plomo,1hyd7RYmR54Elg3MhZzXJW,10
LUST.,Kendrick Lamar,DAMN.,4eLPsYPBmXABThSJ821sqY,9
Slippery (feat. Gucci Mane),Migos,Culture,2AvupjUeMnSffKEV05x222,6
Black SpiderMan,Logic,Everybody,1HiN2YXZcc3EjmVZ4WjfBk,12
Walked In,Bankroll Fresh,Life Of A Hot Boy 2 : Real Trapper,1Pg35HAGyWOsZNYLHx0t90,8
How To Love,Lil Wayne,Tha Carter IV (Deluxe),1uuSC0RCJB3dSp8Mb6GflZ,12
Nobody Else but You,Trey Songz,Tremaine The Album,5gQtvMHA7yqdzKXrHpe63C,4
Album of the Year - Freestyle,J. Cole,Album of the Year (Freestyle),2uL4yvjeT0c3Wv8CF9lQcN,1
"If I'm Lyin, I'm Flyin",Kodak Black,"If I'm Lyin, I'm Flyin",1AZ4N4W8z8Cij5osl8ZhfD,1
TAlk tO Me (with Rich The Kid),Tory Lanez,TAlk tO Me (with Rich The Kid),1aUmziQmPRCuIEOa6noB16,1
Rain Come Down,Vince Staples,Big Fish Theory,5h3WJG0aZjNOrayFu3MhCS,12
I Wanna Get High,Cypress Hill,Black Sunday,02lktkm4J7K7N8T63Gm7KX,1
Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),7dRdaGSxgcBdJnrOviQRuB,3
Remember the Name (feat. Styles of Beyond),Fort Minor,The Rising Tied,5v4Vx9loqMQCS3J7OmP9pa,2
F*ck Up Some Commas,Future,DS2 (Deluxe),0fUy6IdLHDpGNwavIlhEsl,18
This D.J.,Warren G,Regulate… G Funk Era,2VMGv3inRLPM4GOMXf37qu,8
L$D,A$AP Rocky,AT.LONG.LAST.A$AP,3arNdjotCvtiiLFfjKngMc,4
44 More,Logic,Bobby Tarantino II,4F87p1aiFwHeU4uu65MaPV,13
Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',4ycNE7y1rp5215g1kkqk1P,4
Mockingbird,Eminem,Encore (Deluxe Version),1kTlYbs28MXw7hwO0NLYif,16
Heartless (feat. Rick Ross & Bigga Rankin),YFN Lucci,Long Live Nut,3rC6vGpgXntVIsIkrw1tol,2
Fine China,Future,Future & Juice WRLD Present... WRLD ON DRUGS,6P9PZjWXoCRF5b66BafPKY,3
Emotionless,Drake,Scorpion,1ATL5GLyefJaxhQzSPVrLX,4
3005,Childish Gambino,Because The Internet,0zi2TaQkYxfXIBvl2yTjQJ,9
Live up to My Name,Baka Not Nice,4Milli,5AeMtMpAHxMLf6ZEofJ8H1,2
It Ain't Hard to Tell,Nas,Illmatic XX,6oSHgr3TZJPCFshYUfBDqE,10
Collard Greens,ScHoolboy Q,Oxymoron (Deluxe),7Et3bSTLLqdABO1qCxUplS,3
In Da Club,50 Cent,Get Rich Or Die Tryin',5G5rgQHzdQnw32SI0WjIo5,5
Bounce Out With That,YBN Nahmir,YBN: The Mixtape,6l4itLa2SkBAVBASZ2WKFv,23
All Falls Down,Kanye West,The College Dropout,4Uv86qWpGTxf7fU7lG5X6F,4
Passin' Me By,The Pharcyde,Bizarre Ride II The Pharcyde,48kU5gP41TqZEw32Cwhsna,12
Stronger,Kanye West,Graduation,3SZr5Pco2oqKFORCP3WNj9,3
Sound Is Vibration,Atmosphere,Overcast!,0vj48avsbiU6Q2WfNPVNj6,9
Body Like A Back Road,Sam Hunt,Body Like A Back Road,2N7kidh1wA9EoLdf16QWrz,1
Too Hotty,Quality Control,Quality Control: Control The Streets Volume 1,07Jvk8tGuaMhR4H72znlLJ,26
High End (feat. Future & Young Thug),Chris Brown,Heartbreak on a Full Moon,3zak0kNLcOY5vFcB3Ipskp,31
Where The Hood At,DMX,Grand Champ,0FeqrLI13XnYNY1s414uQd,3
Pull The Trigger,Russ,There's Really A Wolf,0lUL92det7mZ4DaHYmiUEC,19
Call Me,NAV,Perfect Timing,6VFETcEfjilkAng073KLt9,10
Candy Shop,50 Cent,The Massacre,2pidzXTaHV4WaIJYRxKDCH,7
Guilty Conscience,Eminem,The Slim Shady LP,0vE6mttRTBXRe9rKghyr1l,3
Beautiful,Snoop Dogg,Paid Tha Cost To Be Da Bo$$,7F9hfZKh6WLOKME4LwCPZI,8
Bank Account,21 Savage,Issa Album,4QUNWTw2FsIz722xjUjFJw,1
Lotus Flower Bomb (feat. Miguel),Wale,Ambition,0jCVC8ndYYOooEY2YTO1l6,5
Biking,Frank Ocean,Biking,7yOOPJjNelITCaYMqk8V6r,1
Back In The Day,Ahmad Lewis,Ahmad,1oRFXTDboyfWXB0c1z6QiT,2
I'm On One,DJ Khaled,We The Best Forever,7FyxsUO4kVqRfo2ne1aUOg,1
Family Don't Matter (feat. Millie Go Lightly),Young Thug,Beautiful Thugger Girls,51KZKzPd3OQT1r46a55VTt,1
Just Another Case,Cru,Da Dirty 30,38qjFxaMcaV2ldcjFAxsus,4
Man Of The Year,ScHoolboy Q,Oxymoron (Deluxe),7Et3bSTLLqdABO1qCxUplS,12
Changes - Greatest Hits Version,2Pac,The Best Of 2Pac (Pt. 1: Thug),0gzbg4ViKIcSwuGYkkd6GD,7
What's The Difference,Dr. Dre,2001,0qRYw8PUU2AE7MPTvC9AwF,7
Bodak Yellow,Cardi B,Invasion of Privacy,4KdtEKjY3Gi0mKiSdy96ML,4
Esskeetit,Lil Pump,Esskeetit,4q4GytnRgPS9hDyujg8Sg0,1
Drank in My Cup,Kirko Bangz,Drank In My Cup,7tivRA9WDD0rWVazWm2pFS,1
Bigger Than You (feat. Drake & Quavo),2 Chainz,Bigger Than You feat. Drake & Quavo,3Lh72gPELN4MIUJd3dYN6I,1
Panda,Desiigner,New English,0cHT4ll3sEPyFFWoFuibMl,14
Kill Jill (feat. Killer Mike & Jeezy),Big Boi,BOOMIVERSE,6QYvXMy5cCaY4ixowAb5sw,2
Leave Me,Rich The Kid,The World Is Yours,1Hno6CtKbaFNAEPjRHDrc6,4
TATI,6ix9ine,TATI,3VAUdOuQJyEJE8OhdPzhRB,1
Numb / Encore,JAY Z,Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course,4lhyg7YGQagE8FT8cZBqyw,1
Shame On a Nigga,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],3tQd5mwBtVyxCoEo4htGAV,2
911 / Mr. Lonely,"Tyler, The Creator",Flower Boy,2nkto6YNI4rUYTLqEwWJ3o,10
I Must Be High,South Park Mexican,Never Change,062AwdcinoKIdI7N5CFUUI,4
Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,Cuffing Season Part 2,0A9zfrRQRAxBDPfcLpk2Wq,2
"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Lil Uzi Vert,Go Off,3G9US0Byt1UldeKifKPIwa,1
Go Flex,Post Malone,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,9
Take A Step Back,Ski Mask The Slump God,You Will Regret (Reloaded),2pTyjuQ1d1d79Chhknoa2h,2
Protect Ya Neck,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],3tQd5mwBtVyxCoEo4htGAV,10
Don't Believe The Hype,Public Enemy,It Takes A Nation Of Millions To Hold Us Back,03Mx6yaV7k4bsEmcTH8J49,3
Brooklyn Zoo,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,4tI4WJdTN5MzDMRMl2i7VR,4
Fuck You,Dr. Dre,2001,0qRYw8PUU2AE7MPTvC9AwF,3
rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,6
SWISH,Tyga,SWISH,4RH1KjpPQxqtOTyV6WikPh,1
ELEMENT.,Kendrick Lamar,DAMN.,4eLPsYPBmXABThSJ821sqY,4
Both (feat. Drake & Lil Wayne) - Remix,Gucci Mane,Both (feat. Drake & Lil Wayne) [Remix],3VfEDnEq6IVsBiYTWmOf2b,1
From The D To The A (feat. Lil Yachty),Tee Grizzley,From The D To The A (feat. Lil Yachty),3YuHePPmc5VN4usLuIBT91,1
Fashion Killa,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),6rzMufuu8sLkIizM4q9c7J,10
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,Mecca And The Soul Brother,2AgTKAULjbHpqqtyI53hdp,10
KOD,J. Cole,KOD,4Wv5UAieM1LDEYVq5WmqDd,2
Bust Down,Trippie Redd,A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,1
Dead And Gone (feat. Justin Timberlake),T.I.,Paper Trail,5PfepkNWgRR2DI02Y8AawC,16
ICY GRL,Saweetie,High Maintenance,4Sz0PugCLKo0CEA7zgPplW,5
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),0gjZidNFs7O2qqE2Z5elJ3,1
Still Fly,Big Tymers,Hood Rich,3qcWuKB3pGWcB07FWksnWr,3
C.R.E.A.M.,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],3tQd5mwBtVyxCoEo4htGAV,8
4 AM,2 Chainz,Pretty Girls Like Trap Music,5vvvo79z68vWj9yimoygfS,4
You Can Do It - Feat. Mack 10 And Ms Toi,Ice Cube,War & Peace Vol. 2 (The Peace Disc),3RjokVpEMWreOuyN1DBskW,9
Champion (feat. Travis Scott),NAV,RECKLESS,1hTrdWpdPEeXHQWc9GmpxZ,5
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,The Art of Translation,2DtNX7KFKsCf1CNJt5gvif,2
Only God Can Judge Me,2Pac,All Eyez On Me,4CzT5ueFBRpbILw34HQYxi,10
Who Do You Love?,YG,My Krazy Life (Deluxe),4F6GGyqtJoF4EOxDgsKzsB,10
D.R.U.G.S.,Ab-Soul,Do What Thou Wilt.,1CEeqK9sKrE7LzUHeT3bfP,12
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),2HTbQ0RHwukKVXAlTmCZP2,3
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,AT.LONG.LAST.A$AP,3arNdjotCvtiiLFfjKngMc,7
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,Grateful,4JBZ0QHveEpESepanNBG8A,3
Hotline Bling,Drake,Views,40GMAhriYJRO1rsY4YdrZb,20
Who Want The Smoke? (feat. Cardi B & Offset),Lil Yachty,Nuthin' 2 Prove,4qplno3lbet8WvuTGdDG3T,8
Neighbors,J. Cole,4 Your Eyez Only,3CCnGldVQ90c26aFATC1PW,7
RAP DEVIL,Machine Gun Kelly,BINGE,5YuscmEJSgkwWzBafTBKse,4
Nephew (feat. Lil Pump),Smokepurpp,Nephew (feat. Lil Pump),2TeGNWZYaj9yeM0mjiO8zL,1
Burbons And Lacs,Master P,Ghetto D,699xAzNxlXxgmkycTEqktC,19
Say A',A Boogie Wit da Hoodie,The Bigger Artist,3HHp5I6Q6SEyU5bkvoCtnV,4
Codeine Dreaming (feat. Lil Wayne),Kodak Black,Project Baby 2: All Grown Up (Deluxe),0D2kFxAO1YPAuxAtP23g0p,20
Hell on Earth (Front Lines),Mobb Deep,Hell On Earth (Explicit),6BWf3fxsgSDhES4Cm4oyy5,11
Sing For The Moment,Eminem,The Eminem Show,2cWBwpqMsDJC1ZUwz813lo,12
R.I.P. SCREW,Travis Scott,ASTROWORLD,41GuZcammIkupMPKH2OJ6I,4
Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,Doggystyle,7f9KDGqY7X2VLBM5aA66KM,3
You Got Me,G-Eazy,When It's Dark Out,09Q3WwGYsQe5ognkvVkmCu,10
Portland,Drake,More Life,1lXY618HWkwYKJWBRYR4MK,11
Big Poppa - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),2HTbQ0RHwukKVXAlTmCZP2,13
Crooked Smile,J. Cole,Born Sinner,1NfrmcXk8xNennyxQ57JcW,14
Mass Appeal,Gang Starr,Hard To Earn,67kl5m0df6Bn0aSe3g5Ea7,11
Renegade,JAY Z,Curtain Call,5qENHeCSlwWpEzb25peRmQ,6
Ten Crack Commandments - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),7dRdaGSxgcBdJnrOviQRuB,17
Why You Always Hatin?,YG,Still Brazy (Deluxe),4nwd6ernojhNIIRifDJoRz,9
Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Harder,2yXnY2NiaZk9QiJJittS81,12
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,DAMN.,4eLPsYPBmXABThSJ821sqY,6
24 Deep,Brotha Lynch Hung,24 Deep,4gCnZQhgPuOIodlcMfJMxT,2
Everybody Dies,Logic,YSIV,1lyjkFTJ6yxUyNYysWVBo9,2
Comin Out Strong,Future,HNDRXX,7K6OykPbezfgKgBufihn6X,2
100 Miles And Runnin',N.W.A.,100 Miles And Runnin',2Y4B6Trqus0soAH3Gs8mPj,1
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,Tha Carter V,50yFYgKdwJANZ5O9MIbMkg,8
Feelins,PnB Rock,Catch These Vibes,2sCwWLX6DJgjCACS0iEBHD,17
Real Rich (feat. Gucci Mane),Wiz Khalifa,Rolling Papers 2,0YFou4SbS16F4GhSADLDfz,10
Taking A Walk,Trippie Redd,LIFE'S A TRIP,214f4uAY0p2KgY7Fl4fBgk,2
Caroline,Aminé,Good For You,3lajefIuUk4SfzqVBSJy8p,3
